label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
3	460 m/s	0.2064	Moreno Valley	fish	0.9855	0.6412	0.7573	1006	884	328	0.8358
5	1050 m/s	0.9336	Sacramento	bird	0.8385	-0.0315	0.2985	361	517	556	0.3457
4	749 m/s	0.6459	Chula Vista	rabbit	0.4661	0.388	0.0309	250	390	1155	0.5498
4	629 m/s	0.6485	Stockton	rabbit	0.2257	0.2983	-0.0066	61	459	?	0.7451
5	730 m/s	1.0641	Sacramento	CAT	0.6721	0.2054	0.4609	174	502	478	0.4631
3	448 m/s	0.0466	Santa Ana	fish	0.9247	0.6981	0.5893	949	762	578	0.534
0	786 m/s	0.5706	Santa Clarita	chicken	0.3345	0.4782	0.9328	813	400	841	0.2932
3	506 m/s	-0.0249	Moreno Valley	dog, ferret	0.7964	0.724	0.6002	846	734	159	1.036
5	976 m/s	0.9956	Bakersfield	bird	0.6485	0.0892	0.2071	478	659	261	0.464
1	343 m/s	0.4239	Long Beach	reptile	0.659	0.6084	0.28	451	80	NULL	1.109
1	351 m/s	0.3024	Fremont	reptile, hamster	0.3402	0.7649	0.0542	191	269	248	0.9496
4	899 m/s	0.4961	Fresno	rabbit	0.5707	0.3153	-0.109	-27	351	1007	0.5814
0	583 m/s	0.7468	Santa Clarita	chicken	0.5685	0.273	0.6948	536	457	742	None
2	236 m/s	0.3927	Stockton	ferret, rat	0.0362	1.0463	n/a	n/a	809	249	0.0597
5	886 m/s	0.9874	Sacramento	bird	0.847	0.0566	0.1161	129	765	514	0.3414
5	850 m/s	0.7819	Bakersfield	bird	0.6665	0.0153	0.3811	272	689	513	0.5786
1	194 m/s	0.36	Fremont	reptile	0.5872	0.3942	0.2135	469	80	332	1.0913
1	514 m/s	0.3347	Long Beach	reptile	0.3414	0.4407	0.2386	245	161	159	1.0082
2	142 m/s	0.4346	San Francisco	dog, rat	-0.0957	1.0465	0.8839	764	676	74	0.3999
2	54 m/s	0.2839	Fremont	rat	-0.0196	0.8354	0.9384	680	832	285	0.2305
1	358 m/s	0.4961	Irvine	reptile, guinea pig	0.4257	0.4331	0.1854	274	-174	215	0.8574
2	123 m/s	0.3574	Anaheim	dog	NULL	0.7799	1.1304	520	1129	212	0.5194
1	385 m/s	0.4993	Fremont	reptile	0.6943	0.5586	0.3501	466	53	253	0.8627
1	342 m/s	0.3073	Los Angeles	hamster, reptile	0.4758	0.7111	0.2823	87	-321	245	1.2775
2	-62 m/s	0.2106	Los Angeles	dog, ferret	0.159	1.0203		597	829	265	0.2545
5	995 m/s	0.9584	San Diego	cat	0.8009	0.1182	0.5267	311	424	467	0.4569
0	622 m/s	0.86	Modesto	chicken	0.3067	0.5625	0.8107	916	221	N/A	0.1555
4	765 m/s	0.5496	Stockton	rabbit	0.3184	0.5809	-0.0006	189	299	982	0.6897
4	709 m/s	0.704	Stockton	rabbit	0.2373	0.2937	0.1729	350	551	1003	0.5929
0	732 m/s	0.6861	Irvine	pig	0.3821	0.4024	0.7305	728	337	850	0.1229
3	434 m/s	0.0191	San Bernardino	fish	1.0224	0.6415	0.7364	984	772	272	0.7137
4	651 m/s	0.661	oAKLAND	rabbit	0.2052	0.3696	0.0062	-137	446	880	0.7536
5	1022 m/s	0.8697	San Diego	bird	0.8682	0.4129	0.2209	283	731	618	0.8211
0	488 m/s	0.8037	Modesto	chicken	0.2066	0.3098	0.7062	728	320	695	0.2313
4	881 m/s	0.4391	San Bernardino	chicken	0.2377	0.1635	0.276	342	195	1066	0.7026
0	770 m/s	0.6065	Modesto	chicken	0.4586	0.5214	0.6968	474	340	831	0.1308
0	634 m/s	0.7116	Santa Clarita	chicken	0.4083	0.4096	0.4391	596	166	791	0.15
4	638 m/s	0.7405	Chula Vista	cat	0.2199	0.4162	-0.0208	190	582	1083	0.8293
2	88 m/s	0.1087	Riverside	rat, dog	-0.118	1.0071	0.9089	759	n/a	-59	0.1345
1	277 m/s	0.1398	Irvine	reptile	0.6538	0.4933	0.1771	356	159	314	1.0829
3	461 m/s	0.2268	Moreno Valley	fish	0.9635	0.7068	0.6546	1177	873	462	0.8137
2	168 m/s	0.2889	Anaheim	ferret	0.094	0.9828	1.0266	824	698	58	0.3598
4	809 m/s	0.8714	Modesto	rabbit	0.2569	0.4032	0.0751	11	326	1037	0.8778
1	363 m/s	0.3495	Long Beach	reptile, hamster	0.647	0.4051	0.3815	141	14	320	0.9348
4	911 m/s	0.5109	Oakland	rabbit	0.116	0.4842	0.2245	250	748	935	0.7843
5	1013 m/s	1.1101	Sacramento	bird	0.9732	0.2222	0.216	146	395	724	0.4006
2	47 m/s	0.1631	San Jose	pig	0.042	1.2018	1.298	187	672	98	0.3457
2	247 m/s	0.3106	Anaheim	ferret	0.06	1.1148	0.9941	743	616	159	0.4574
1	190 m/s	0.4168	Los Angeles	chicken	0.5007	0.6331	0.2038	854	-57	118	0.9438
0	692 m/s	0.6533	Modesto	chicken	0.4419	0.4211	0.8293	603	132	600	0.0901
5	887 m/s	0.8618	Sacramento	cat	0.8915	0.0241	0.4672	190	906	538	0.4542
3	589 m/s	0.1892	Moreno Valley	fish	0.8658	0.8282	0.6397	882	826	229	0.5844
1	47 m/s	0.4621	Irvine	hamster, reptile	0.6848	0.5857	-0.0105	492	-104	206	0.468
0	725 m/s	0.6108	Santa Clarita	chicken	0.5877	0.32	0.5603	625	501	812	0.0304
3	448 m/s	0.1712	Santa Ana	fish	0.8048	0.6389	0.6903	1145	790	316	0.6988
5	811 m/s	0.8671	Bakersfield	cat	1.0674	0.0759	0.344	396	373	634	0.3402
2	12 m/s	NULL	Oakland	rat, ferret	0.1821	0.8244	0.9028	671	960	99	0.1533
5	731 m/s	0.9899	san diego	cat	0.6501	0.2896	0.3972	194	919	603	0.4622
0	785 m/s	0.6128	Modesto	pig	0.4043	0.5761	0.8559	683	507	694	0.3672
0	488 m/s	0.6572	Santa Clarita	chicken	0.3953	0.2815	0.9082	779	331	799	0.2957
3	533 m/s	0.0978	San Francisco	fish	1.0138	0.7743	0.5037	974	1033	486	0.7938
0	610 m/s	0.4377	Modesto	chicken	0.4234	0.388	0.5681	935	135	546	0.1751
0	526 m/s	0.8997	Santa Clarita	pig	0.4491	0.5769	0.7495	N/A	36	766	0.2527
4	788 m/s	0.4514	Oakland	rabbit	0.2765	0.2798	-0.0294	-35	454	991	0.8825
1	247 m/s	0.3933	Long Beach	guinea pig	0.7249	0.4744	0.3956	170	-137	155	0.8966
0	794 m/s	0.5454	Modesto	pig	0.5876	0.4834	0.7083	819	153	849	-0.0984
1	264 m/s	0.1709	Long Beach	reptile	0.6007	0.5228	0.2442	-143	219	255	0.9079
5	717 m/s	1.0186	San Diego	bird	0.6987	-0.0705	0.4573	356	511	715	0.4917
1	466 m/s	0.5237	Los Angeles	guinea pig	0.581	0.5879	0.2354	489	279	282	0.9485
2	11 m/s	0.2237	Anaheim	rat	0.0899	0.9979	0.9433	809	915	-18	0.2665
1	336 m/s	0.4563	Fremont	hamster	0.4897	0.6603	0.2533	431	-89	355	1.112
2	88 m/s	0.2737	Riverside	rat, ferret	0.1166	0.9794	1.1587	826	872	-1	0.1498
5	946 m/s	0.9059	Sacramento	bird	0.749	0.0047	0.3052	278	827	379	0.6036
0	479 m/s	0.7676	Modesto	chicken	0.5146	0.607	0.9298	515	469	761	0.1952
2	29 m/s	0.1921	San Jose	rat	0.2841	0.7142	0.9128	401	1002	112	0.1462
4	780 m/s	0.4558	Fresno	rabbit	0.3455	0.2284	-0.0213	129	571	1044	0.6261
4	605 m/s	0.6928	San Bernardino	rabbit	0.3857	0.2106	N/A	111	358	923	0.7037
0	567 m/s	0.5882	Santa Clarita	pig	0.3787	0.6506	0.7207	869	248	917	0.0957
2	136 m/s	0.0422	San Jose	guinea pig, hamster	0.2561	0.9193	0.906	363	1296	240	0.4118
5	1047 m/s	0.9957	San Diego	cat	0.848	0.1268	0.2871	424	769	733	0.407
0	637 m/s	0.6449	Modesto	pig	0.4647	0.501	0.8442	533	43	750	0.0662
1	201 m/s	0.4616	Los Angeles	Hamster, Guinea Pig	0.6302	0.6163	0.3818	83	7	281	1.0639
1	307 m/s	0.3803	Irvine	guinea pig	0.6291	0.4106	0.3272	113	162	489	0.9877
4	659 m/s	0.7456	San Bernardino	rabbit	0.3948	0.3304	-0.0736	55	333	1022	0.7022
5	754 m/s	0.9865	Bakersfield	bird	1.0228	0.2052	0.6329	570	508	590	0.3863
2	234 m/s	0.3	Moreno Valley	dog, ferret	-0.0756	0.9746	0.9246	437	576	84	0.3868
2	231 m/s	0.0673	Anaheim	dog, ferret	0.0276	0.7078	0.7392	688	825	114	0.5322
3	636 m/s	0.264	Moreno Valley	fish	0.97	0.8933	0.4716	1316	1009	498	0.6446
1	235 m/s	0.6427	Fremont	reptile, hamster	0.5087	0.4758	0.2882	645	218	236	1.0156
3	740 m/s	-0.1767	Bakersfield	fish	0.996	0.6123	0.5779	1031	835	202	0.7228
0	812 m/s	0.7033	Santa Clarita	pig	0.2832	0.2521	0.6812	807	-51	N/A	0.0448
4	929 m/s	0.8862	Fresno	rabbit	0.1549	0.2581	0.0743	57	376	1096	0.6414
2	47 m/s	0.2693	Anaheim	ferret	-0.0567	0.9367	0.7515	711	789	243	0.1802
4	736 m/s	0.6852	Fresno	rabbit	0.3185	0.4883	-0.1338	149	440	850	0.668
3	458 m/s	-0.0393	Santa Ana	fish	1.078	0.7098	0.6125	830	859	321	0.8172
5	811 m/s	0.889	San Diego	cat	0.8243	0.0334	0.2803	170	340	506	0.5174
3	607 m/s	-0.0313	Santa Ana	fish	1.2662	0.6981	0.709	875	683	556	0.7926
4	845 m/s	0.4747	Fremont	pig	0.4319	0.2019	0.2481	88	557	774	0.5868
1	131 m/s	0.5755	Los Angeles	reptile	0.563	0.6831	0.1213	137	300	12	1.0567
3	438 m/s	0.092	Sacramento	fish	0.9724	0.9189	0.745	952	n/a	461	0.8409
4	764 m/s	0.7344	San Bernardino	RABBIT	0.1485	0.286	0.0233	16	193	1109	0.642
4	764 m/s	0.6914	Chula Vista	rabbit	0.2674	0.2307	0.0795	305	655	923	0.3797
4	788 m/s	0.5021	Long Beach	rabbit	0.3593	0.1917	-0.0068	302	305	819	0.5846
3	437 m/s	0.0126	Moreno Valley	fish	0.9115	0.7951	0.6776	679	840	444	1.0676
1	321 m/s	0.6361	Fremont	dog, ferret	0.5606	0.7051	0.4094	307	71	347	1.0215
4	710 m/s	0.4422	Oakland	rabbit	0.2554	0.4262	0.0102	-3	441	995	0.793
1	495 m/s	0.4114	Fremont	reptile	0.6072	0.5821	0.1764	211	-31	270	0.7397
3	320 m/s	-0.0371	Santa Ana	fish	1.0181	0.7918	0.8342	1082	928	503	0.8391
2	161 m/s	0.1423	Moreno Valley	HAMSTER	0.047	0.8131	0.9155	620	750	141	0.3621
1	264 m/s	0.7352	Irvine	hamster, reptile	0.3412	0.5835	0.447	498	-272	394	0.8936
5	937 m/s	0.911	Sacramento	bird	0.7216	0.0877	0.4897	450	445	689	0.1919
5	997 m/s	1.1564	Sacramento	bird	0.6504	0.0552	0.4642	360	647	805	0.4049
3	606 m/s	0.0168	Moreno Valley	fish	1.08	0.6565	0.8462	1038	1023	413	0.6833
3	497 m/s	0.0581	Santa Ana	fish	0.9099	0.7508	0.5787	905	890	255	0.7059
1	465 m/s	0.4361	Irvine	hamster, guinea pig	0.4287	0.5856	0.2887	112	107	325	1.0384
2	173 m/s	0.2086	San Bernardino	rat, dog	-0.0792	0.9133	1.0237	574	1059	16	0.3295
4	671 m/s	0.6064	Oakland	rabbit	0.4269	0.4536	0.1652	75	340	1008	0.6384
5	762 m/s	1.0342	Bakersfield	Cat	0.9533	0.0535	0.3277	486	592	509	0.3557
4	869 m/s	0.9978	San Bernardino	rabbit	0.4334	0.3072	-0.0699	13	307	1091	0.5127
1	166 m/s	0.3785	Long Beach	hamster	0.3467	0.3909	0.1295	52	33	318	1.0414
4	703 m/s	0.444	Oakland	rabbit	0.2951	0.4141	0.0017	27	574	1115	0.6077
2	-4 m/s	0.2631	San Jose	ferret, dog	0.2233	1.0497	1.023	525	851	131	0.4679
0	619 m/s	0.7389	Modesto	chicken	0.3067	0.3451	0.7033	343	178	816	0.0268
0	811 m/s	0.6444	Modesto	chicken	0.2957	0.5419	0.886	958	412	788	0.0781
2	316 m/s	0.4105	Anaheim	N/A	-0.1439	0.9179	1.1529	409	739	215	0.4547
1	448 m/s	0.3201	Irvine	guinea pig	0.7036	0.6934	0.2553	592	-272	3	1.1373
3	457 m/s	0.304	San Francisco	fish	0.9117	0.8096	0.648	1017	949	488	0.7876
1	528 m/s	0.5542	Long Beach	guinea pig, hamster	0.6745	0.5244	0.0789	299	536	169	0.9959
3	611 m/s	0.2492	Santa Ana	fish	1.0231	0.7918	0.6856	1156	1120	390	0.5335
1	392 m/s	0.2836	Long Beach	guinea pig, hamster	0.6097	0.7067	0.0481	438	25	299	0.8017
5	998 m/s	1.0037	San Diego	bird	1.0454	-0.0294	0.1302	77	431	507	0.6489
4	903 m/s	0.6034	Oakland	rabbit	0.1186	0.295	0.2488	249	160	1019	0.5757
5	994 m/s	1.1023	N/A	cat	0.7016	0.3325	0.5709	297	661	658	0.2137
4	790 m/s	0.8494	Oakland	dog, ferret	0.3317	0.5201	-0.047	200	570	936	0.7262
4	630 m/s	0.453	Fresno	rabbit	0.1262	0.3475	0.054	-42	387	986	0.5611
5	1092 m/s	0.7526	Bakersfield	bird	0.9388	0.1306	0.4004	568	992	349	0.5196
0	495 m/s	0.491	Santa Clarita	chicken	0.241	0.3941	0.6321	883	328	764	0.0888
2	133 m/s	0.3334	San Jose	fish	0.186	0.8872	1.0048	642	612	254	0.0689
1	262 m/s	0.4369	Long Beach	guinea pig	0.4574	0.6256	0.415	515	29	231	0.8019
4	692 m/s	0.5556	Oakland	rabbit	0.0841	0.5407	0.0361	117	300	929	0.633
1	503 m/s	0.3003	Los Angeles	hamster	0.4673	0.4307	0.3914	364	241	310	0.7486
5	935 m/s	0.9967	San Diego	bird	0.5803	0.2423	0.4902	455	563	677	0.4371
3	626 m/s	-0.0535	San Francisco	fish	0.7584	0.7781	0.7029	869	949	522	0.6223
3	535 m/s	0.2643	Santa Ana	fish	0.9524	0.6567	0.5582	892	870	254	0.5516
5	926 m/s	0.8955	San Diego	bird	0.6681	-0.2341	0.6435	317	615	705	0.5315
2	97 m/s	0.3227	Riverside	ferret	0.2075	1.0982	0.7887	356	661	103	0.5234
0	716 m/s	0.4621	Modesto	chicken	0.4209	0.625	0.7473	602	23	821	0.305
2	-9 m/s	0.1221	Riverside	ferret	0.3748	1.1444	0.8488	390	857	-38	0.0596
3	333 m/s	-0.0935	San Francisco	fish	0.8571	0.8786	0.7358	810	717	332	0.6701
2	48 m/s	0.3111	Riverside	rat	0.0767	1.0615	1.3375	673	1003	262	0.4123
5	1094 m/s	0.9714	San Diego	cat	1.0063	0.119	0.3801	438	811	716	0.4113
5	1035 m/s	0.8377	Bakersfield	hamster	0.9549	0.0064	0.107	195	600	636	0.5988
3	687 m/s	0.0883	San Francisco	fish	1.0097	0.8162	0.7353	1245	850	323	0.8233
2	212 m/s	0.413	riverside	ferret, dog	-0.0406	0.8266	0.8749	482	652	178	0.3559
0	474 m/s	0.6502	Modesto	chicken	0.3579	0.3998	0.7164	680	280	694	0.0389
1	377 m/s	0.6652	Los Angeles	reptile	0.5845	0.3794	0.1127	529	478	354	1.1752
2	139 m/s	0.0729	Anaheim	rabbit	-0.0367	1.0059	0.7894	603	891	255	0.584
4	598 m/s	0.8014	San Bernardino	rabbit	0.3621	0.259	0.1889	357	161	1066	0.6598
2	188 m/s	0.0308	San Jose	rat	0.2582	1.1837	0.9209	911	848	265	0.3091
0	554 m/s	0.7383	Santa Clarita	pig	0.2118	0.4017	0.7539	827	742	663	0.173
4	679 m/s	0.8786	Stockton	rabbit	0.4753	0.2606	0.2228	215	376	896	0.6941
3	592 m/s	-0.0187	Santa Ana	fish	0.8795	0.6717	0.4945	808	672	252	0.6293
0	674 m/s	0.727	Modesto	chicken	0.5621	0.485	0.531	1055	519	1005	-0.0235
1	223 m/s	0.509	Los Angeles	reptile, guinea pig	0.725	0.6188	0.0667	514		383	0.8023
3	443 m/s	-0.1981	Santa Ana	fish	1.0257	0.6313	0.6851	1041	899	315	0.9333
5	885 m/s	0.9176	San Diego	bird	0.8427	0.0676	0.1887	225	676	385	0.2978
3	478 m/s	-0.0148	sAN fRANCISCO	fish	1.093	0.7405	0.6106	808	642	539	0.7901
1	391 m/s	0.5668	Irvine	guinea pig, hamster	0.5305	0.5344	0.3751	355	310	245	1.1665
5	950 m/s	1.0088	San Diego	cat	0.8696	0.0089	0.4966	347	768	561	0.544
0	639 m/s	0.9962	Riverside	pig	0.346	0.3942	0.6623	922	210	666	0.0924
3	516 m/s	-0.0961	Sacramento	fish	0.9149	0.6377	0.5532	958	438	330	0.6121
0	489 m/s	0.6594	Santa Clarita	chicken	0.2419	0.4565	0.9467	761	645	753	0.1257
4	930 m/s	0.8324	Fresno	rabbit	0.2097	0.1871	0.1208	262	230	991	0.7835
2	304 m/s	0.3555	Anaheim	dog	-0.0168	0.7423	0.9018	556	437	132	0.4778
3	438 m/s	0.146	Moreno Valley	fish	0.93	0.5735	0.7254	970	854	479	0.6447
5	963 m/s	0.6437	Bakersfield	bird	0.7564	0.1491	0.2441	146	726	476	0.477
4	830 m/s	0.5797	San Bernardino	rabbit	0.1967	0.33	0.083	326	459	981	0.4212
5	781 m/s	0.8596	Bakersfield	guinea pig, reptile	0.964	-0.0401	0.3485	383	656	554	0.287
5	915 m/s	1.1103	Bakersfield	bird	0.8579	-0.0013	0.4066	N/A	466	583	0.4627
4	557 m/s	0.5826	Stockton	rabbit	0.3621	0.3956	0.2039	168	284	778	0.7385
4	846 m/s	0.6846	Stockton	rabbit	0.2611	0.3756	0.1155	74	187	1020	0.8898
4	NULL	0.6658	Fresno	rabbit	0.3396	0.3466	0.2178	201	398	1121	0.4954
3	588 m/s	-0.0638	San Diego	fish	0.8603	0.6676	0.3238	912	748	376	0.8208
4	841 m/s	0.6281	Chula Vista	rabbit	0.0983	0.2877	0.0793	229	595	968	0.7607
3	334 m/s	-0.0528	Santa Ana	fish	1.0859	0.7443	0.335	770	839	327	0.6397
5	1135 m/s	1.0441	Moreno Valley	cat	0.9692	0.0269	0.3174	411	533	557	0.3812
4	862 m/s	0.6021	Oakland	rabbit	0.2437	0.2286	0.2662	92	166	1043	0.5838
1	407 m/s	0.5441	Irvine	hamster, reptile	0.513	0.5049	0.2282	396	274	304	1.077
5	874 m/s	1.0867	Sacramento	bird	0.6232	-0.1334	0.6528	467	654	574	0.5067
2	51 m/s	0.2155	Riverside	dog, rat	0.5276	0.9753	0.8038	994	1021	57	0.4334
5	856 m/s	0.7181	Bakersfield	bird	0.9233	-0.0646	0.2734	308	569	787	0.3424
3	348 m/s	-0.1342	san francisco	fish	0.9052	0.6322	0.5688	914	811	320	0.6541
2	166 m/s	0.1862	Riverside	rat	0.1162	1.0754	0.7594	543	847	247	NULL
0	632 m/s	0.8774	Modesto	ferret	0.2056	0.3908	0.6595	567	126	877	0.2914
1	314 m/s	0.3509	Sacramento	guinea pig	0.3098	0.3835	0.695	77	-87	309	0.9851
5	907 m/s	0.6431	Bakersfield	rabbit	0.9495	0.1834	0.4397	357	802	646	0.844
3	691 m/s	0.2223	Santa Ana	fish	1.0102	0.8773		1118	906	379	0.7959
4	788 m/s	0.8259	Fresno	rabbit	0.2142	0.407	0.0333	-259	518	1071	0.4371
3	406 m/s	0.2116	San Francisco	fish	1.0921	0.6823	0.7176	1109	933	446	0.7506
3	518 m/s	0.1759	San Francisco	fish	1.041	0.82	0.7934	1160	617	268	0.5036
3	398 m/s	0.0637	San Diego	fish	1.0904	0.8446	0.589	916	812	617	0.8169
2	161 m/s	0.4148	Riverside	rat	0.4125	0.9213	0.8162	469	958	22	0.4581
5	887 m/s	0.7977	Sacramento	bird	0.7555	0.1327	0.2114	540	838	445	0.6041
0	623 m/s	0.7688	Santa Clarita	pig	0.4926	0.3488	0.6638	859	420	875	0.0159
4	793 m/s	0.6869	Stockton	rabbit	0.3412	0.3291	0.0139	-203	190	986	1.036
5	876 m/s	0.8358	Modesto	hamster, reptile	0.8276	-0.0697	0.3388	290	795	718	0.52
5	888 m/s	1.0276	Sacramento	Ferret, Dog	0.7039	0.0392	0.2307	40	398	554	0.2781
3	444 m/s	0.1091	San Diego	fish	1.0308	0.9727	0.5596	896	985	544	1.0373
5	929 m/s	1.1006	Sacramento	fish	0.82	0.126	0.1134	137	568	630	0.3607
2	207 m/s	0.0483	San Jose	fish	0.1435	n/a	1.0932	456	1083	378	0.3302
3	581 m/s	-0.0534	San Jose	fish	0.9633	0.8898	0.5297	552	933	227	0.7619
4	719 m/s	0.6115	Stockton	rabbit	0.1732	0.3292	0.0775	281	349	868	0.4905
1	488 m/s	0.2694	Irvine	reptile	0.4567	0.4547	0.0422	545	144	387	1.0341
1	275 m/s	0.6414	Los Angeles	hamster	0.6412	0.4536	0.1175	723	-16	492	0.9624
1	331 m/s	0.2717	Irvine	fish	0.769	0.7773	0.0546	219	48	366	0.7792
4	654 m/s	0.6494	Stockton	rabbit	0.2556	0.3445	0.3097	183	608	948	0.5824
0	508 m/s	0.5764	Modesto	pig	0.3005	0.4029	0.6495	834	503	772	0.037
2	163 m/s	0.3903	Anaheim	dog, rat	-0.0602	0.8879	0.8691	518	1074	151	0.2707
5	959 m/s	0.9772	San Diego	fish	0.7681	0.2287	0.1484	545	793	519	0.2451
0	795 m/s	0.7428	Modesto	pig	0.1895	0.4666	0.4544	675	126	780	0.3316
3	437 m/s	0.1006	Santa Ana	fish	0.9788	0.7231	0.6092	1265	779	370	0.8847
0	480 m/s	0.8946	Modesto	chicken	0.2833	0.1924	0.7453	909	306	875	0.0642
4	749 m/s	0.5383	San Bernardino	rabbit	0.2239	0.4817	0.2928	177	344	834	0.5626
0	711 m/s	0.8567	Santa Clarita	NULL	0.4857	0.3477	0.8123	606	21	792	0.3157
4	935 m/s	0.5248	San Bernardino	rabbit	0.0926	0.2568	0.3346	-7	674	900	0.8119
4	667 m/s	0.6407	Oakland	rabbit	0.2416	0.2691	0.0934	25	356	1301	0.6977
5	900 m/s	1.0138	San Diego	pig	0.6656	0.2404	0.4579	400	772	517	0.3472
3	485 m/s	0.0981	Moreno Valley	fish	0.8298	0.6095	0.8447	855	935	283	0.6329
4	756 m/s	0.6417	San Bernardino	rabbit	0.431	0.2336	0.0658	156	497	934	0.8899
2	225 m/s	0.2802	San Jose	rabbit	0.1492	0.8446	0.9443	548	963	26	0.3213
5	963 m/s	0.8587	San Bernardino	cat	0.8356	-0.079	0.6822	416	892	428	0.4955
1	361 m/s	0.515	Fremont	hamster, guinea pig	0.6042	0.585	0.3693	378	-106	478	0.8137
1	196 m/s	0.5418	Riverside	guinea pig	0.5212	0.598	0.2771	14	202	265	1.0663
4	834 m/s	0.6478	Chula Vista	rabbit	0.3468	0.27	0.1401	313	373	929	0.6968
1	382 m/s	0.524	Long Beach	reptile, hamster	0.6883	0.5464	0.1093	443	164	218	1.0768
2	176 m/s	0.2263	Anaheim	dog	0.0855	1.0652	1.2455	552	776	18	0.3285
5	883 m/s	0.7001	Bakersfield	bird	0.8997	0.0517	0.2158	699	784	420	0.3692
1	320 m/s	0.2875	Irvine	Hamster, Guinea Pig	0.4819	0.6065	0.3445	218	156	343	1.1933
1	438 m/s	0.4133	Los Angeles	guinea pig	0.2918	0.5404	0.0699	295	456	79	0.8879
3	549 m/s	-0.0043	Moreno Valley	fish	0.8573	0.6562	0.6417	1030	864	314	1.1683
5	836 m/s	0.7698	Modesto	bird	0.771	0.1533	0.6141	260	676	460	0.5277
0	621 m/s	0.6522	Modesto	pig	0.405	0.4302	0.6617	437	198	861	0.1184
2	180 m/s	0.2799	Anaheim	ferret, rat	0.241	0.8772	1.3866	354	874	116	0.2863
4	702 m/s	0.6128	San Bernardino	rabbit	0.3333	0.3476	-0.0228	38	523	1178	0.5441
3	554 m/s	0.3664	Santa Ana	fish	0.7256	0.9327	0.7241	830	515	369	0.719
3	452 m/s	0.2647	Moreno Valley	fish	0.9708	0.6693	0.8085	1337	965	399	0.9597
5	1198 m/s	1.0714	SAN DIEGO	bird	0.7272	0.1429	0.1376	351	585	781	0.4725
1	396 m/s	0.5153	Oakland	guinea pig, reptile	0.5535	0.5041	0.26	449	-42	293	0.9045
1	349 m/s	0.5412	Fremont	reptile, hamster	0.5906	?	0.4292	289	344	89	0.9433
5	1088 m/s	1.0555	San Diego	cat	0.6509	0.2166	0.5727	415	477	499	0.5375
3	374 m/s	0.1042	Santa Ana	fish	0.8073	0.6911	0.9314	707	1008	378	0.733
4	643 m/s	0.648	Moreno Valley	rabbit	0.1154	0.2424	0.0367	-5	670	972	0.8046
1	298 m/s	0.5518	Long Beach	cat	0.6297	0.7058	0.4499	148	64	321	0.8457
2	73 m/s	0.2461	San Jose	N/A	0.008	0.8848	0.9605	650	741	186	0.4006
4	861 m/s	0.5486	Fresno	rabbit	0.0884	0.4209	0.0114	-159	413	1048	0.5713
3	676 m/s	0.2247	Santa Ana	fish	0.9077	0.7421	0.8287	1133	792	397	0.7727
1	277 m/s	0.6144	Riverside	rabbit	0.7068	0.4936	0.2093	474	-34	203	0.8715
1	229 m/s	0.2259	Fremont	guinea pig, reptile	0.6642	0.7089	0.3086	113	33	246	1.062
2	310 m/s	0.3236	Riverside	ferret	0.2311	0.893	0.9633	577	775	12	0.3453
5	997 m/s	0.8723	Bakersfield	cat	0.7443	0.2255	0.3398	300	908	688	0.4548
3	524 m/s	-0.013	Sacramento	fish	1.088	0.7531	0.5714	679	513	232	0.8946
0	585 m/s	0.685	Santa Clarita	chicken	0.3575	0.3398	0.5856	809	146	793	0.1844
5	780 m/s	0.8817	Bakersfield	bird	0.8696	-0.0084	0.4206	224	553	650	0.3281
4	800 m/s	0.4958	Stockton	rabbit		0.5343	0.158	350	338	1197	0.8824
0	515 m/s	0.8668	Santa Clarita	pig	0.4469	0.4333	0.535	939	170	933	0.1654
0	582 m/s	0.5281	Santa Clarita	pig	0.3271	0.5134	0.8921	446	57	857	0.0837
5	1038 m/s	0.8114	San Diego	bird	0.73	0.2341	0.3996	503	564	477	0.4422
4	986 m/s	0.6762	San Diego	rabbit	0.3399	0.3422	0.184	-94	508	1013	0.5628
1	425 m/s	0.4286	Los Angeles	guinea pig	0.8234	0.5899	0.2417	268	348	176	0.7725
5	953 m/s	0.9074	Oakland	bird	0.7666	0.1376	0.2075	261	766	406	0.5106
1	316 m/s	0.4537	Riverside	guinea pig	0.5844	0.5295	0.0888	216	24	159	0.9886
2	19 m/s	0.266	Anaheim	rat, dog	0.2611	N/A	0.9934	526	938	102	0.2569
5	796 m/s	0.8855	Sacramento	bird	1.1186	0.1519	0.2579	408	822	652	0.3024
5	999 m/s	0.8066	Fremont	cat	0.6883	0.1382	0.4533	662	615	771	0.4012
2	183 m/s	0.3538	Anaheim	rat, ferret	0.3795	1.0848	0.7736	416	708	109	0.1796
2	41 m/s	0.3643	San Jose	rat	-0.0635	0.8811	0.9109	747	698	228	0.369
1	207 m/s	0.6581	Fremont	guinea pig	0.432	0.4733	0.3879	305	-333	150	0.9504
0	733 m/s	0.8138	Santa Clarita	chicken	0.4091	0.4878	0.8215	820	584	841	0.1333
4	722 m/s	0.4486	Stockton	rabbit	0.2299	0.4998	0.1046	-23	633	1230	0.5835
0	581 m/s	0.4953	Modesto	pig	0.1858	0.3363	0.4985	904	120	677	-0.0257
1	366 m/s	0.3746	San Diego	bird	0.4961	0.7077	0.109	20	60	156	0.9188
